,codigo_ibge,nome_municipio,nome_uf
2687,3114105,Carmo de Minas,MG
2688,3114204,Carmo do Cajuru,MG
2689,3114303,Carmo do Paranaíba,MG
2690,3114402,Carmo do Rio Claro,MG
2691,3114501,Carmópolis de Minas,MG
2692,3114550,Carneirinho,MG
2693,3114600,Carrancas,MG
2694,3114709,Carvalhópolis,MG
2695,3114808,Carvalhos,MG
2696,3114907,Casa Grande,MG
2697,3115003,Cascalho Rico,MG
2698,3115102,Cássia,MG
2699,3115201,Conceição da Barra de Minas,MG
2700,3115300,Cataguases,MG
2701,3115359,Catas Altas,MG
2702,3115409,Catas Altas da Noruega,MG
2703,3115458,Catuji,MG
2704,3115474,Catuti,MG
2705,3115508,Caxambu,MG
2706,3115607,Cedro do Abaeté,MG
2707,3115706,Central de Minas,MG
2708,3115805,Centralina,MG
2709,3115904,Chácara,MG
2710,3116001,Chalé,MG
2711,3116100,Chapada do Norte,MG
2712,3116159,Chapada Gaúcha,MG
2713,3116209,Chiador,MG
2714,3116308,Cipotânea,MG
2715,3116407,Claraval,MG
2716,3116506,Claro dos Poções,MG
2717,3116605,Cláudio,MG
2718,3116704,Coimbra,MG
2719,3116803,Coluna,MG
2720,3116902,Comendador Gomes,MG
2721,3117009,Comercinho,MG
2722,3117108,Conceição da Aparecida,MG
2723,3117207,Conceição das Pedras,MG
2724,3117306,Conceição das Alagoas,MG
2725,3117405,Conceição de Ipanema,MG
2726,3117504,Conceição do Mato Dentro,MG
2727,3117603,Conceição do Pará,MG
2728,3117702,Conceição do Rio Verde,MG
2729,3117801,Conceição dos Ouros,MG
2730,3117836,Cônego Marinho,MG
2731,3117876,Confins,MG
2732,3117900,Congonhal,MG
2733,3118007,Congonhas,MG
2734,3118106,Congonhas do Norte,MG
2735,3118205,Conquista,MG
2736,3118304,Conselheiro Lafaiete,MG
2737,3118403,Conselheiro Pena,MG
2738,3118502,Consolação,MG
2739,3118601,Contagem,MG
2740,4322533,Vale do Sol,RS
2741,4322541,Vale Real,RS
2742,4322558,Vanini,RS
2743,4322608,Venâncio Aires,RS
2744,4322707,Vera Cruz,RS
2745,4322806,Veranópolis,RS
2746,4322855,Vespasiano Correa,RS
2747,4322905,Viadutos,RS
2748,4323002,Viamão,RS
2749,4323101,Vicente Dutra,RS
2750,4323200,Victor Graeff,RS
2751,4323309,Vila Flores,RS
2752,4323358,Vila Lângaro,RS
2753,4323408,Vila Maria,RS
2754,4323457,Vila Nova do Sul,RS
2755,4323507,Vista Alegre,RS
2756,4323606,Vista Alegre do Prata,RS
2757,4323705,Vista Gaúcha,RS
2758,4323754,Vitória das Missões,RS
2759,4323770,Westfalia,RS
2760,4323804,Xangri-lá,RS
2761,5100102,Acorizal,MT
2762,4205456,Forquilhinha,SC
2763,4205506,Fraiburgo,SC
2764,4205555,Frei Rogério,SC
2765,4205605,Galvão,SC
2766,4205704,Garopaba,SC
2767,4205803,Garuva,SC
2768,4205902,Gaspar,SC
2769,4206009,Governador Celso Ramos,SC
2770,4206108,Grão Pará,SC
2771,4206207,Gravatal,SC
2772,4206306,Guabiruba,SC
2773,4206405,Guaraciaba,SC
2774,4206504,Guaramirim,SC
2775,4206603,Guarujá do Sul,SC
2776,4206652,Guatambú,SC
2777,4206702,Herval d'Oeste,SC
2778,4206751,Ibiam,SC
2779,4206801,Ibicaré,SC
2780,4206900,Ibirama,SC
2781,4207007,Içara,SC
2782,4207106,Ilhota,SC
2783,4207205,Imaruí,SC
2784,4207304,Imbituba,SC
2785,4207403,Imbuia,SC
2786,4207502,Indaial,SC
2787,4207577,Iomerê,SC
2788,4207601,Ipira,SC
2789,4207650,Iporã do Oeste,SC
2790,4207684,Ipuaçu,SC
2791,4207700,Ipumirim,SC
2792,4207759,Iraceminha,SC
2793,4207809,Irani,SC
2794,4207858,Irati,SC
2795,4207908,Irineópolis,SC
2796,2502003,Belém do Brejo do Cruz,PB
2797,2502052,Bernardino Batista,PB
2798,2502102,Boa Ventura,PB
2799,2502151,Boa Vista,PB
2800,2502201,Bom Jesus,PB
2801,2502300,Bom Sucesso,PB
2802,2502409,Bonito de Santa Fé,PB
2803,2502508,Boqueirão,PB
2804,2502607,Igaracy,PB
2805,2502706,Borborema,PB
2806,2502805,Brejo do Cruz,PB
2807,2502904,Brejo dos Santos,PB
2808,2503001,Caaporã,PB
2809,2503100,Cabaceiras,PB
2810,2503209,Cabedelo,PB
2811,2503308,Cachoeira dos Índios,PB
2812,2503407,Cacimba de Areia,PB
2813,2503506,Cacimba de Dentro,PB
2814,2503555,Cacimbas,PB
2815,2503605,Caiçara,PB
2816,2503704,Cajazeiras,PB
2817,2503753,Cajazeirinhas,PB
2818,2503803,Caldas Brandão,PB
2819,2503902,Camalaú,PB
2820,2504009,Campina Grande,PB
2821,2504033,Capim,PB
2822,2504074,Caraúbas,PB
2823,2504108,Carrapateira,PB
2824,2504157,Casserengue,PB
2825,2504207,Catingueira,PB
2826,2504306,Catolé do Rocha,PB
2827,2504355,Caturité,PB
2828,2504405,Conceição,PB
2829,2504504,Condado,PB
2830,2504603,Conde,PB
2831,2504702,Congo,PB
2832,2504801,Coremas,PB
2833,2504850,Coxixola,PB
2834,2504900,Cruz do Espírito Santo,PB
2835,2505006,Cubati,PB
2836,2505105,Cuité,PB
2837,2505204,Cuitegi,PB
2838,2505238,Cuité de Mamanguape,PB
2839,2505279,Curral de Cima,PB
2840,2505303,Curral Velho,PB
2841,2505352,Damião,PB
2842,2505402,Desterro,PB
2843,2505501,Vista Serrana,PB
2844,2505600,Diamante,PB
2845,2505709,Dona Inês,PB
2846,2505808,Duas Estradas,PB
2847,2505907,Emas,PB
2848,2506004,Esperança,PB
2849,2506103,Fagundes,PB
2850,2506202,Frei Martinho,PB
2851,2506251,Gado Bravo,PB
2852,2506301,Guarabira,PB
2853,2506400,Gurinhém,PB
2854,2506509,Gurjão,PB
2855,2506608,Ibiara,PB
2856,2506707,Imaculada,PB
2857,2506806,Ingá,PB
2858,2506905,Itabaiana,PB
2859,2507002,Itaporanga,PB
2860,2507101,Itapororoca,PB
2861,2507200,Itatuba,PB
2862,2507309,Jacaraú,PB
2863,2507408,Jericó,PB
2864,2507507,João Pessoa,PB
2865,2507606,Juarez Távora,PB
2866,2507705,Juazeirinho,PB
2867,2507804,Junco do Seridó,PB
2868,2507903,Juripiranga,PB
2869,2508000,Juru,PB
2870,2508109,Lagoa,PB
2871,2508208,Lagoa de Dentro,PB
2872,2508307,Lagoa Seca,PB
2873,2508406,Lastro,PB
2874,2508505,Livramento,PB
2875,2508554,Logradouro,PB
2876,2508604,Lucena,PB
2877,2508703,Mãe d'Água,PB
2878,2508802,Malta,PB
2879,2508901,Mamanguape,PB
2880,2509008,Manaíra,PB
2881,2509057,Marcação,PB
2882,2509107,Mari,PB
2883,2509156,Marizópolis,PB
2884,2509206,Massaranduba,PB
2885,2509305,Mataraca,PB
2886,2509339,Matinhas,PB
2887,2509370,Mato Grosso,PB
2888,2509396,Maturéia,PB
2889,2509404,Mogeiro,PB
2890,2509503,Montadas,PB
2891,2509602,Monte Horebe,PB
2892,2509701,Monteiro,PB
2893,2509800,Mulungu,PB
2894,2509909,Natuba,PB
2895,2510006,Nazarezinho,PB
2896,2510105,Nova Floresta,PB
2897,2510204,Nova Olinda,PB
2898,2510303,Nova Palmeira,PB
2899,2510402,Olho d'Água,PB
2900,2510501,Olivedos,PB
2901,2510600,Ouro Velho,PB
2902,2510659,Parari,PB
2903,2510709,Passagem,PB
2904,2510808,Patos,PB
2905,2510907,Paulista,PB
2906,2511004,Pedra Branca,PB
2907,2511103,Pedra Lavrada,PB
2908,2511202,Pedras de Fogo,PB
2909,2511301,Piancó,PB
2910,2511400,Picuí,PB
2911,2511509,Pilar,PB
2912,2511608,Pilões,PB
2913,2511707,Pilõezinhos,PB
2914,2511806,Pirpirituba,PB
2915,2511905,Pitimbu,PB
2916,2512002,Pocinhos,PB
2917,2512036,Poço Dantas,PB
2918,2512077,Poço de José de Moura,PB
2919,2512101,Pombal,PB
2920,2512200,Prata,PB
2921,2512309,Princesa Isabel,PB
2922,2512408,Puxinanã,PB
2923,2512507,Queimadas,PB
2924,2512606,Quixabá,PB
2925,2512705,Remígio,PB
2926,2512721,Pedro Régis,PB
2927,2512747,Riachão,PB
2928,2512754,Riachão do Bacamarte,PB
2929,2512762,Riachão do Poço,PB
2930,2512788,Riacho de Santo Antônio,PB
2931,2512804,Riacho dos Cavalos,PB
2932,2512903,Rio Tinto,PB
2933,2513000,Salgadinho,PB
2934,2513109,Salgado de São Félix,PB
2935,2513158,Santa Cecília,PB
2936,2513208,Santa Cruz,PB
2937,2513307,Santa Helena,PB
2938,2513356,Santa Inês,PB
2939,2513406,Santa Luzia,PB
2940,2513505,Santana de Mangueira,PB
2941,2513604,Santana dos Garrotes,PB
2942,2513653,Santarém,PB
2943,2513703,Santa Rita,PB
2944,2513802,Santa Teresinha,PB
2945,2513851,Santo André,PB
2946,2513901,São Bento,PB
2947,2513927,São Bentinho,PB
2948,2513943,São Domingos do Cariri,PB
2949,2513968,São Domingos de Pombal,PB
2950,2513984,São Francisco,PB
2951,2514008,São João do Cariri,PB
2952,2514107,São João do Tigre,PB
2953,2514206,São José da Lagoa Tapada,PB
2954,2514305,São José de Caiana,PB
2955,2514404,São José de Espinharas,PB
2956,2514453,São José dos Ramos,PB
2957,2514503,São José de Piranhas,PB
2958,2514552,São José de Princesa,PB
2959,2514602,São José do Bonfim,PB
2960,2514651,São José do Brejo do Cruz,PB
2961,2514701,São José do Sabugi,PB
2962,2514800,São José dos Cordeiros,PB
2963,2514909,São Mamede,PB
2964,2515005,São Miguel de Taipu,PB
2965,2515104,São Sebastião da Lagoa de Roça,PB
2966,2515203,São Sebastião do Umbuzeiro,PB
2967,2515302,Sapé,PB
2968,2515401,Seridó,PB
2969,2515500,Serra Branca,PB
2970,2515609,Serra da Raiz,PB
2971,2515708,Serra Grande,PB
2972,2515807,Serra Redonda,PB
2973,2515906,Serraria,PB
2974,3141207,Matutina,MG
2975,3141306,Medeiros,MG
2976,3141405,Medina,MG
2977,3141504,Mendes Pimentel,MG
2978,3141603,Mercês,MG
2979,3141702,Mesquita,MG
2980,3141801,Minas Novas,MG
2981,3141900,Minduri,MG
2982,3142007,Mirabela,MG
2983,3142106,Miradouro,MG
2984,3142205,Miraí,MG
2985,3142254,Miravânia,MG
2986,3142304,Moeda,MG
2987,3142403,Moema,MG
2988,3142502,Monjolos,MG
2989,3142601,Monsenhor Paulo,MG
2990,3142700,Montalvânia,MG
2991,3142809,Monte Alegre de Minas,MG
2992,3142908,Monte Azul,MG
2993,3143005,Monte Belo,MG
2994,3143104,Monte Carmelo,MG
2995,3143153,Monte Formoso,MG
2996,3143203,Monte Santo de Minas,MG
2997,3143302,Montes Claros,MG
2998,3143401,Monte Sião,MG
2999,3143450,Montezuma,MG
3000,3143500,Morada Nova de Minas,MG
3001,3143609,Morro da Garça,MG
3002,3143708,Morro do Pilar,MG
3003,3143807,Munhoz,MG
3004,3143906,Muriaé,MG
3005,3144003,Mutum,MG
3006,3144102,Muzambinho,MG
3007,3144201,Nacip Raydan,MG
3008,3144300,Nanuque,MG
3009,3144359,Naque,MG
3010,3144375,Natalândia,MG
3011,3144409,Natércia,MG
3012,3144508,Nazareno,MG
3013,3144607,Nepomuceno,MG
3014,3144656,Ninheira,MG
3015,3144672,Nova Belém,MG
3016,3144706,Nova Era,MG
3017,3144805,Nova Lima,MG
3018,3144904,Nova Módica,MG
3019,3145000,Nova Ponte,MG
3020,3145059,Nova Porteirinha,MG
3021,3145109,Nova Resende,MG
3022,3145208,Nova Serrana,MG
3023,3145307,Novo Cruzeiro,MG
3024,3145356,Novo Oriente de Minas,MG
3025,3145372,Novorizonte,MG
3026,3145406,Olaria,MG
3027,3145455,Olhos-d'Água,MG
3028,3145505,Olímpio Noronha,MG
3029,3145604,Oliveira,MG
3030,3145703,Oliveira Fortes,MG
3031,3145802,Onça de Pitangui,MG
3032,3145851,Oratórios,MG
3033,3145877,Orizânia,MG
3034,3145901,Ouro Branco,MG
3035,3146008,Ouro Fino,MG
3036,3146107,Ouro Preto,MG
3037,3146206,Ouro Verde de Minas,MG
3038,3146255,Padre Carvalho,MG
3039,3146305,Padre Paraíso,MG
3040,3146404,Paineiras,MG
3041,3146503,Pains,MG
3042,3146552,Pai Pedro,MG
3043,3146602,Paiva,MG
3044,3146701,Palma,MG
3045,3146750,Palmópolis,MG
3046,3146909,Papagaios,MG
3047,3147006,Paracatu,MG
3048,3147105,Pará de Minas,MG
3049,3147204,Paraguaçu,MG
3050,3147303,Paraisópolis,MG
3051,3147402,Paraopeba,MG
3052,3147501,Passabém,MG
3053,3147600,Passa Quatro,MG
3054,3147709,Passa Tempo,MG
3055,3147808,Passa-Vinte,MG
3056,3147907,Passos,MG
3057,3147956,Patis,MG
3058,3148004,Patos de Minas,MG
3059,3148103,Patrocínio,MG
3060,3148202,Patrocínio do Muriaé,MG
3061,3148301,Paula Cândido,MG
3062,3148400,Paulistas,MG
3063,3148509,Pavão,MG
3064,3148608,Peçanha,MG
3065,3148707,Pedra Azul,MG
3066,3148756,Pedra Bonita,MG
3067,3148806,Pedra do Anta,MG
3068,3148905,Pedra do Indaiá,MG
3069,3149002,Pedra Dourada,MG
3070,3149101,Pedralva,MG
3071,3149150,Pedras de Maria da Cruz,MG
3072,3149200,Pedrinópolis,MG
3073,3149309,Pedro Leopoldo,MG
3074,3149408,Pedro Teixeira,MG
3075,3149507,Pequeri,MG
3076,3149606,Pequi,MG
3077,3149705,Perdigão,MG
3078,3149804,Perdizes,MG
3079,3149903,Perdões,MG
3080,3149952,Periquito,MG
3081,3150000,Pescador,MG
3082,3150109,Piau,MG
3083,3150158,Piedade de Caratinga,MG
3084,3150208,Piedade de Ponte Nova,MG
3085,3150307,Piedade do Rio Grande,MG
3086,3150406,Piedade dos Gerais,MG
3087,3150505,Pimenta,MG
3088,3150539,Pingo-d'Água,MG
3089,3150570,Pintópolis,MG
3090,3150604,Piracema,MG
3091,3150703,Pirajuba,MG
3092,3150802,Piranga,MG
3093,3150901,Piranguçu,MG
3094,3151008,Piranguinho,MG
3095,3151107,Pirapetinga,MG
3096,3151206,Pirapora,MG
3097,3151305,Piraúba,MG
3098,3151404,Pitangui,MG
3099,3151503,Piumhi,MG
3100,3151602,Planura,MG
3101,3151701,Poço Fundo,MG
3102,3151800,Poços de Caldas,MG
3103,3151909,Pocrane,MG
3104,3152006,Pompéu,MG
3105,3152105,Ponte Nova,MG
3106,3152131,Ponto Chique,MG
3107,3152170,Ponto dos Volantes,MG
3108,3152204,Porteirinha,MG
3109,3152303,Porto Firme,MG
3110,3152402,Poté,MG
3111,3152501,Pouso Alegre,MG
3112,3152600,Pouso Alto,MG
3113,3152709,Prados,MG
3114,3152808,Prata,MG
3115,3152907,Pratápolis,MG
3116,3153004,Pratinha,MG
3117,3153103,Presidente Bernardes,MG
3118,3153202,Presidente Juscelino,MG
3119,3153301,Presidente Kubitschek,MG
3120,3153400,Presidente Olegário,MG
3121,3153509,Alto Jequitibá,MG
3122,3153608,Prudente de Morais,MG
3123,3153707,Quartel Geral,MG
3124,3153806,Queluzito,MG
3125,3153905,Raposos,MG
3126,3154002,Raul Soares,MG
3127,3154101,Recreio,MG
3128,3154150,Reduto,MG
3129,3154200,Resende Costa,MG
3130,3154309,Resplendor,MG
3131,3154408,Ressaquinha,MG
3132,3154457,Riachinho,MG
3133,3154507,Riacho dos Machados,MG
3134,3154606,Ribeirão das Neves,MG
3135,3154705,Ribeirão Vermelho,MG
3136,3154804,Rio Acima,MG
3137,3154903,Rio Casca,MG
3138,3155009,Rio Doce,MG
3139,3155108,Rio do Prado,MG
3140,3155207,Rio Espera,MG
3141,3155306,Rio Manso,MG
3142,3155405,Rio Novo,MG
3143,3155504,Rio Paranaíba,MG
3144,3155603,Rio Pardo de Minas,MG
3145,3155702,Rio Piracicaba,MG
3146,3155801,Rio Pomba,MG
3147,3155900,Rio Preto,MG
3148,3156007,Rio Vermelho,MG
3149,3156106,Ritápolis,MG
3150,3156205,Rochedo de Minas,MG
3151,3156304,Rodeiro,MG
3152,3156403,Romaria,MG
3153,3156452,Rosário da Limeira,MG
3154,3156502,Rubelita,MG
3155,3156601,Rubim,MG
3156,3156700,Sabará,MG
3157,4115804,Medianeira,PR
3158,4115853,Mercedes,PR
3159,4115903,Mirador,PR
3160,4116000,Miraselva,PR
3161,4116059,Missal,PR
3162,4116109,Moreira Sales,PR
3163,4116208,Morretes,PR
3164,4116307,Munhoz de Melo,PR
3165,4116406,Nossa Senhora das Graças,PR
3166,4116505,Nova Aliança do Ivaí,PR
3167,4116604,Nova América da Colina,PR
3168,4116703,Nova Aurora,PR
3169,4116802,Nova Cantu,PR
3170,4116901,Nova Esperança,PR
3171,4116950,Nova Esperança do Sudoeste,PR
3172,4117008,Nova Fátima,PR
3173,4117057,Nova Laranjeiras,PR
3174,4117107,Nova Londrina,PR
3175,4117206,Nova Olímpia,PR
3176,4117214,Nova Santa Bárbara,PR
3177,4117222,Nova Santa Rosa,PR
3178,4117255,Nova Prata do Iguaçu,PR
3179,4117271,Nova Tebas,PR
3180,4117297,Novo Itacolomi,PR
3181,4117305,Ortigueira,PR
3182,4117404,Ourizona,PR
3183,4117453,Ouro Verde do Oeste,PR
3184,4117503,Paiçandu,PR
3185,4117602,Palmas,PR
3186,4117701,Palmeira,PR
3187,4117800,Palmital,PR
3188,4117909,Palotina,PR
3189,4118006,Paraíso do Norte,PR
3190,4118105,Paranacity,PR
3191,4118204,Paranaguá,PR
3192,4118303,Paranapoema,PR
3193,4118402,Paranavaí,PR
3194,4118451,Pato Bragado,PR
3195,4118501,Pato Branco,PR
3196,4118600,Paula Freitas,PR
3197,4118709,Paulo Frontin,PR
3198,4118808,Peabiru,PR
3199,4118857,Perobal,PR
3200,4118907,Pérola,PR
3201,4119004,Pérola d'Oeste,PR
3202,4119103,Piên,PR
3203,4119152,Pinhais,PR
3204,4119202,Pinhalão,PR
3205,4119251,Pinhal de São Bento,PR
3206,4119301,Pinhão,PR
3207,2707107,Piranhas,AL
3208,2707206,Poço das Trincheiras,AL
3209,2707305,Porto Calvo,AL
3210,2707404,Porto de Pedras,AL
3211,2707503,Porto Real do Colégio,AL
3212,2707602,Quebrangulo,AL
3213,2707701,Rio Largo,AL
3214,2707800,Roteiro,AL
3215,2707909,Santa Luzia do Norte,AL
3216,2402907,Coronel João Pessoa,RN
3217,2403004,Cruzeta,RN
3218,2403103,Currais Novos,RN
3219,2403202,Doutor Severiano,RN
3220,2403251,Parnamirim,RN
3221,2403301,Encanto,RN
3222,2403400,Equador,RN
3223,2403509,Espírito Santo,RN
3224,2403608,Extremoz,RN
3225,2403707,Felipe Guerra,RN
3226,2403756,Fernando Pedroza,RN
3227,2403806,Florânia,RN
3228,2403905,Francisco Dantas,RN
3229,2404002,Frutuoso Gomes,RN
3230,2404101,Galinhos,RN
3231,2404200,Goianinha,RN
3232,2404309,Governador Dix-Sept Rosado,RN
3233,2404408,Grossos,RN
3234,2404507,Guamaré,RN
3235,2404606,Ielmo Marinho,RN
3236,2404705,Ipanguaçu,RN
3237,2404804,Ipueira,RN
3238,2404853,Itajá,RN
3239,2404903,Itaú,RN
3240,2405009,Jaçanã,RN
3241,2405108,Jandaíra,RN
3242,2405207,Janduís,RN
3243,2405306,Januário Cicco,RN
3244,2405405,Japi,RN
3245,2405504,Jardim de Angicos,RN
3246,2405603,Jardim de Piranhas,RN
3247,2405702,Jardim do Seridó,RN
3248,2405801,João Câmara,RN
3249,2405900,João Dias,RN
3250,2406007,José da Penha,RN
3251,2406106,Jucurutu,RN
3252,2406155,Jundiá,RN
3253,2406205,Lagoa d'Anta,RN
3254,2406304,Lagoa de Pedras,RN
3255,2406403,Lagoa de Velhos,RN
3256,2406502,Lagoa Nova,RN
3257,2406601,Lagoa Salgada,RN
3258,2406700,Lajes,RN
3259,2406809,Lajes Pintadas,RN
3260,2406908,Lucrécia,RN
3261,2407005,Luís Gomes,RN
3262,2407104,Macaíba,RN
3263,2407203,Macau,RN
3264,2407252,Major Sales,RN
3265,2407302,Marcelino Vieira,RN
3266,2407401,Martins,RN
3267,2407500,Maxaranguape,RN
3268,2407609,Messias Targino,RN
3269,2407708,Montanhas,RN
3270,2407807,Monte Alegre,RN
3271,2407906,Monte das Gameleiras,RN
3272,2408003,Mossoró,RN
3273,2408102,Natal,RN
3274,2408201,Nísia Floresta,RN
3275,2408300,Nova Cruz,RN
3276,2408409,Olho-d'Água do Borges,RN
3277,2408508,Ouro Branco,RN
3278,2408607,Paraná,RN
3279,2408706,Paraú,RN
3280,2408805,Parazinho,RN
3281,2408904,Parelhas,RN
3282,2408953,Rio do Fogo,RN
3283,2409100,Passa e Fica,RN
3284,2409209,Passagem,RN
3285,2409308,Patu,RN
3286,2409332,Santa Maria,RN
3287,2409407,Pau dos Ferros,RN
3288,2409506,Pedra Grande,RN
3289,2409605,Pedra Preta,RN
3290,2409704,Pedro Avelino,RN
3291,2409803,Pedro Velho,RN
3292,2409902,Pendências,RN
3293,2410009,Pilões,RN
3294,2410108,Poço Branco,RN
3295,2410207,Portalegre,RN
3296,2410256,Porto do Mangue,RN
3297,2410306,Presidente Juscelino,RN
3298,2410405,Pureza,RN
3299,2410504,Rafael Fernandes,RN
3300,2410603,Rafael Godeiro,RN
3301,2410702,Riacho da Cruz,RN
3302,2410801,Riacho de Santana,RN
3303,2410900,Riachuelo,RN
3304,2411007,Rodolfo Fernandes,RN
3305,2411056,Tibau,RN
3306,2411106,Ruy Barbosa,RN
3307,2411205,Santa Cruz,RN
3308,2411403,Santana do Matos,RN
3309,2411429,Santana do Seridó,RN
3310,2411502,Santo Antônio,RN
3311,2411601,São Bento do Norte,RN
3312,2411700,São Bento do Trairí,RN
3313,2411809,São Fernando,RN
3314,2411908,São Francisco do Oeste,RN
3315,2412005,São Gonçalo do Amarante,RN
3316,2412104,São João do Sabugi,RN
3317,2412203,São José de Mipibu,RN
3318,2412302,São José do Campestre,RN
3319,2412401,São José do Seridó,RN
3320,2412500,São Miguel,RN
3321,2412559,São Miguel do Gostoso,RN
3322,2412609,São Paulo do Potengi,RN
3323,2412708,São Pedro,RN
3324,2412807,São Rafael,RN
3325,2412906,São Tomé,RN
3326,2413003,São Vicente,RN
3327,2413102,Senador Elói de Souza,RN
3328,2413201,Senador Georgino Avelino,RN
3329,2413300,Serra de São Bento,RN
3330,2413359,Serra do Mel,RN
3331,2413409,Serra Negra do Norte,RN
3332,2413508,Serrinha,RN
3333,2413557,Serrinha dos Pintos,RN
3334,2413607,Severiano Melo,RN
3335,2413706,Sítio Novo,RN
3336,2413805,Taboleiro Grande,RN
3337,2413904,Taipu,RN
3338,2414001,Tangará,RN
3339,2414100,Tenente Ananias,RN
3340,2414159,Tenente Laurentino Cruz,RN
3341,2414209,Tibau do Sul,RN
3342,2414308,Timbaúba dos Batistas,RN
3343,2414407,Touros,RN
3344,2414456,Triunfo Potiguar,RN
3345,2414506,Umarizal,RN
3346,2414605,Upanema,RN
3347,2414704,Várzea,RN
3348,2414753,Venha-Ver,RN
3349,2414803,Vera Cruz,RN
3350,2414902,Viçosa,RN
3351,2415008,Vila Flor,RN
3352,2500106,Água Branca,PB
3353,2500205,Aguiar,PB
3354,2500304,Alagoa Grande,PB
3355,2500403,Alagoa Nova,PB
3356,2500502,Alagoinha,PB
3357,2500536,Alcantil,PB
3358,2500577,Algodão de Jandaíra,PB
3359,2500601,Alhandra,PB
3360,2500700,São João do Rio do Peixe,PB
3361,2500734,Amparo,PB
3362,2500775,Aparecida,PB
3363,2500809,Araçagi,PB
3364,2500908,Arara,PB
3365,2501005,Araruna,PB
3366,2501104,Areia,PB
3367,2501153,Areia de Baraúnas,PB
3368,2501203,Areial,PB
3369,2501302,Aroeiras,PB
3370,2501351,Assunção,PB
3371,2501401,Baía da Traição,PB
3372,2501500,Bananeiras,PB
3373,2501534,Baraúna,PB
3374,2501575,Barra de Santana,PB
3375,2501609,Barra de Santa Rosa,PB
3376,2501708,Barra de São Miguel,PB
3377,2501807,Bayeux,PB
3378,2501906,Belém,PB
3379,3437404,Pereira Barreto,SP
3380,3437503,Pereiras,SP
3381,3437602,Peruíbe,SP
3382,3437701,Piacatu,SP
3383,3437800,Piedade,SP
3384,3437909,Pilar do Sul,SP
3385,3438006,Pindamonhangaba,SP
3386,3438105,Pindorama,SP
3387,3438204,Pinhalzinho,SP
3388,3438303,Piquerobi,SP
3389,3438501,Piquete,SP
3390,3438600,Piracaia,SP
3391,3438709,Piracicaba,SP
3392,3438808,Piraju,SP
3393,3438907,Pirajuí,SP
3394,3439004,Pirangi,SP
3395,3439103,Pirapora do Bom Jesus,SP
3396,3439202,Pirapozinho,SP
3397,3439301,Pirassununga,SP
3398,3439400,Piratininga,SP
3399,3439509,Pitangueiras,SP
3400,3439608,Planalto,SP
3401,3439707,Platina,SP
3402,3439806,Poá,SP
3403,3439905,Poloni,SP
3404,3440002,Pompéia,SP
3405,3440101,Pongaí,SP
3406,3440200,Pontal,SP
3407,3440259,Pontalinda,SP
3408,3440309,Pontes Gestal,SP
3409,3440408,Populina,SP
3410,3440507,Porangaba,SP
3411,3440606,Porto Feliz,SP
3412,3440705,Porto Ferreira,SP
3413,3440754,Potim,SP
3414,3440804,Potirendaba,SP
3415,3440853,Pracinha,SP
3416,3440903,Pradópolis,SP
3417,3441000,Praia Grande,SP
3418,3441059,Pratânia,SP
3419,3441109,Presidente Alves,SP
3420,3441208,Presidente Bernardes,SP
3421,3441307,Presidente Epitácio,SP
3422,3441406,Presidente Prudente,SP
3423,3441505,Presidente Venceslau,SP
3424,3441604,Promissão,SP
3425,3441653,Quadra,SP
3426,3441703,Quatá,SP
3427,3441802,Queiroz,SP
3428,3441901,Queluz,SP
3429,3442008,Quintana,SP
3430,3442107,Rafard,SP
3431,3442206,Rancharia,SP
3432,3442305,Redenção da Serra,SP
3433,3442404,Regente Feijó,SP
3434,3442503,Reginópolis,SP
3435,3442602,Registro,SP
3436,3442701,Restinga,SP
3437,3442800,Ribeira,SP
3438,3442909,Ribeirão Bonito,SP
3439,3443006,Ribeirão Branco,SP
3440,3443105,Ribeirão Corrente,SP
3441,3443204,Ribeirão do Sul,SP
3442,3443238,Ribeirão dos Índios,SP
3443,3443253,Ribeirão Grande,SP
3444,3443303,Ribeirão Pires,SP
3445,3443402,Ribeirão Preto,SP
3446,3443501,Riversul,SP
3447,3443600,Rifaina,SP
3448,3443709,Rincão,SP
3449,3443808,Rinópolis,SP
3450,3443907,Rio Claro,SP
3451,3444004,Rio das Pedras,SP
3452,3444103,Rio Grande da Serra,SP
3453,3444202,Riolândia,SP
3454,3444251,Rosana,SP
3455,3444301,Roseira,SP
3456,3444400,Rubiácea,SP
3457,3444509,Rubinéia,SP
3458,3444608,Sabino,SP
3459,3444707,Sagres,SP
3460,3444806,Sales,SP
3461,3444905,Sales Oliveira,SP
3462,3445001,Salesópolis,SP
3463,3445100,Salmourão,SP
3464,3445159,Saltinho,SP
3465,3445209,Salto,SP
3466,3445308,Salto de Pirapora,SP
3467,3445407,Salto Grande,SP
3468,3445506,Sandovalina,SP
3469,3445605,Santa Adélia,SP
3470,3445704,Santa Albertina,SP
3471,3445803,Santa Bárbara d'Oeste,SP
3472,3446009,Santa Branca,SP
3473,3446108,Santa Clara d'Oeste,SP
3474,3446207,Santa Cruz da Conceição,SP
3475,3446256,Santa Cruz da Esperança,SP
3476,3446306,Santa Cruz das Palmeiras,SP
3477,3446405,Santa Cruz do Rio Pardo,SP
3478,3446504,Santa Ernestina,SP
3479,3446603,Santa Fé do Sul,SP
3480,3446702,Santa Gertrudes,SP
3481,3446801,Santa Isabel,SP
